,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Time of day,Status-Pickup,Request timestamp Hr,Supply,Demand
689,4766,City,72.0,Trip Completed,2016-07-14 15:40:51,2016-07-14 16:28:14,Noon,Trip Completed-City,15,1,1
690,5349,Airport,72.0,Trip Completed,2016-07-14 22:55:36,2016-07-14 23:22:32,Night,Trip Completed-Airport,22,1,1
691,5409,Airport,72.0,Trip Completed,2016-07-15 01:36:28,2016-07-15 02:46:45,Midnight,Trip Completed-Airport,1,1,1
692,6698,Airport,72.0,Trip Completed,2016-07-15 22:47:43,2016-07-15 23:51:58,Night,Trip Completed-Airport,22,1,1
693,81,Airport,73.0,Trip Completed,2016-07-11 04:47:00,2016-07-11 06:00:00,Early Morning,Trip Completed-Airport,4,1,1
694,370,City,73.0,Trip Completed,2016-07-11 08:06:00,2016-07-11 08:32:00,Morning,Trip Completed-City,8,1,1
695,799,Airport,73.0,Trip Completed,2016-07-11 17:07:00,2016-07-11 17:53:00,Evening,Trip Completed-Airport,17,1,1
696,1300,City,73.0,Trip Completed,2016-07-11 22:31:00,2016-07-11 22:56:00,Night,Trip Completed-City,22,1,1
697,1805,Airport,73.0,Trip Completed,2016-07-12 09:11:00,2016-07-12 10:03:00,Morning,Trip Completed-Airport,9,1,1
698,2410,City,73.0,Trip Completed,2016-07-12 20:05:00,2016-07-12 20:59:00,Night,Trip Completed-City,20,1,1
699,2723,Airport,73.0,Trip Completed,2016-07-13 02:18:57,2016-07-13 03:10:15,Midnight,Trip Completed-Airport,2,1,1
700,3240,City,73.0,Trip Completed,2016-07-13 10:06:24,2016-07-13 10:35:55,Morning,Trip Completed-City,10,1,1
701,3424,City,73.0,Trip Completed,2016-07-13 15:48:23,2016-07-13 16:53:47,Noon,Trip Completed-City,15,1,1
702,4188,City,73.0,Trip Completed,2016-07-14 05:29:47,2016-07-14 05:59:54,Early Morning,Trip Completed-City,5,1,1
703,5617,City,73.0,Trip Completed,2016-07-15 06:25:50,2016-07-15 07:36:28,Early Morning,Trip Completed-City,6,1,1
704,5932,Airport,73.0,Trip Completed,2016-07-15 10:09:21,2016-07-15 11:21:25,Morning,Trip Completed-Airport,10,1,1
705,6699,City,73.0,Trip Completed,2016-07-15 22:47:07,2016-07-15 23:37:30,Night,Trip Completed-City,22,1,1
706,285,City,74.0,Trip Completed,2016-07-11 07:02:00,2016-07-11 07:40:00,Morning,Trip Completed-City,7,1,1
707,754,City,74.0,Trip Completed,2016-07-11 16:06:00,2016-07-11 16:53:00,Evening,Trip Completed-City,16,1,1
708,1449,Airport,74.0,Trip Completed,2016-07-12 04:53:00,2016-07-12 05:57:00,Early Morning,Trip Completed-Airport,4,1,1
709,2764,Airport,74.0,Trip Completed,2016-07-13 03:58:16,2016-07-13 04:42:07,Midnight,Trip Completed-Airport,3,1,1
710,2859,City,74.0,Trip Completed,2016-07-13 05:39:10,2016-07-13 06:37:36,Early Morning,Trip Completed-City,5,1,1
711,3036,Airport,74.0,Trip Completed,2016-07-13 07:36:39,2016-07-13 08:45:40,Morning,Trip Completed-Airport,7,1,1
712,3934,Airport,74.0,Trip Completed,2016-07-13 22:20:43,2016-07-13 23:25:38,Night,Trip Completed-Airport,22,1,1
713,4486,City,74.0,Trip Completed,2016-07-14 09:00:12,2016-07-14 09:39:07,Morning,Trip Completed-City,9,1,1
714,4996,City,74.0,Trip Completed,2016-07-14 18:52:05,2016-07-14 19:44:24,Evening,Trip Completed-City,18,1,1
715,5133,Airport,74.0,Trip Completed,2016-07-14 20:11:45,2016-07-14 20:45:59,Night,Trip Completed-Airport,20,1,1
716,5887,City,74.0,Trip Completed,2016-07-15 09:39:16,2016-07-15 10:23:51,Morning,Trip Completed-City,9,1,1
717,6402,Airport,74.0,Trip Completed,2016-07-15 19:29:36,2016-07-15 20:41:40,Evening,Trip Completed-Airport,19,1,1
718,462,City,75.0,Trip Completed,2016-07-11 09:14:00,2016-07-11 10:30:00,Morning,Trip Completed-City,9,1,1
719,817,City,75.0,Trip Completed,2016-07-11 17:32:00,2016-07-11 18:23:00,Evening,Trip Completed-City,17,1,1
720,1790,Airport,75.0,Trip Completed,2016-07-12 09:06:00,2016-07-12 09:58:00,Morning,Trip Completed-Airport,9,1,1
721,2014,City,75.0,Trip Completed,2016-07-12 13:36:00,2016-07-12 14:09:00,Noon,Trip Completed-City,13,1,1
722,2165,City,75.0,Trip Completed,2016-07-12 17:31:00,2016-07-12 18:24:00,Evening,Trip Completed-City,17,1,1
723,2627,City,75.0,Trip Completed,2016-07-12 22:08:00,2016-07-12 22:56:00,Night,Trip Completed-City,22,1,1
724,2968,City,75.0,Trip Completed,2016-07-13 06:54:38,2016-07-13 07:28:34,Early Morning,Trip Completed-City,6,1,1
725,3282,Airport,75.0,Trip Completed,2016-07-13 10:47:18,2016-07-13 11:24:06,Morning,Trip Completed-Airport,10,1,1
726,3544,City,75.0,Trip Completed,2016-07-13 17:54:21,2016-07-13 19:01:12,Evening,Trip Completed-City,17,1,1
727,5552,Airport,75.0,Trip Completed,2016-07-15 05:33:21,2016-07-15 06:28:41,Early Morning,Trip Completed-Airport,5,1,1
728,6657,Airport,75.0,Trip Completed,2016-07-15 22:11:53,2016-07-15 23:13:20,Night,Trip Completed-Airport,22,1,1
729,88,Airport,76.0,Trip Completed,2016-07-11 04:54:00,2016-07-11 06:07:00,Early Morning,Trip Completed-Airport,4,1,1
730,201,City,76.0,Trip Completed,2016-07-11 06:09:00,2016-07-11 07:20:00,Early Morning,Trip Completed-City,6,1,1
731,847,Airport,76.0,Trip Completed,2016-07-11 17:49:00,2016-07-11 18:48:00,Evening,Trip Completed-Airport,17,1,1
732,1585,Airport,76.0,Trip Completed,2016-07-12 06:30:00,2016-07-12 07:27:00,Early Morning,Trip Completed-Airport,6,1,1
733,2116,City,76.0,Trip Completed,2016-07-12 16:33:00,2016-07-12 17:09:00,Evening,Trip Completed-City,16,1,1
734,2800,Airport,76.0,Trip Completed,2016-07-13 04:58:26,2016-07-13 05:27:13,Early Morning,Trip Completed-Airport,4,1,1
735,3066,City,76.0,Trip Completed,2016-07-13 07:57:03,2016-07-13 08:44:39,Morning,Trip Completed-City,7,1,1
736,3640,City,76.0,Trip Completed,2016-07-13 19:05:17,2016-07-13 19:46:35,Evening,Trip Completed-City,19,1,1
737,4162,City,76.0,Trip Completed,2016-07-14 05:06:45,2016-07-14 06:16:57,Early Morning,Trip Completed-City,5,1,1
738,4892,Airport,76.0,Trip Completed,2016-07-14 17:59:40,2016-07-14 19:08:42,Evening,Trip Completed-Airport,17,1,1
739,5038,City,76.0,Trip Completed,2016-07-14 19:20:13,2016-07-14 19:47:40,Evening,Trip Completed-City,19,1,1
740,6417,City,76.0,Trip Completed,2016-07-15 19:44:20,2016-07-15 20:44:57,Evening,Trip Completed-City,19,1,1
741,376,City,77.0,Trip Completed,2016-07-11 08:11:00,2016-07-11 08:49:00,Morning,Trip Completed-City,8,1,1
742,899,City,77.0,Trip Completed,2016-07-11 18:09:00,2016-07-11 19:16:00,Evening,Trip Completed-City,18,1,1
743,1112,Airport,77.0,Trip Completed,2016-07-11 20:15:00,2016-07-11 21:07:00,Night,Trip Completed-Airport,20,1,1
744,1444,City,77.0,Trip Completed,2016-07-12 04:43:00,2016-07-12 05:56:00,Early Morning,Trip Completed-City,4,1,1
745,1993,City,77.0,Trip Completed,2016-07-12 12:50:00,2016-07-12 13:42:00,Noon,Trip Completed-City,12,1,1
746,2417,City,77.0,Trip Completed,2016-07-12 19:59:00,2016-07-12 21:22:00,Evening,Trip Completed-City,19,1,1
747,3318,City,77.0,Trip Completed,2016-07-13 12:25:28,2016-07-13 13:07:25,Noon,Trip Completed-City,12,1,1
748,3529,Airport,77.0,Trip Completed,2016-07-13 17:53:17,2016-07-13 18:36:10,Evening,Trip Completed-Airport,17,1,1
749,4322,Airport,77.0,Trip Completed,2016-07-14 07:04:32,2016-07-14 07:30:47,Morning,Trip Completed-Airport,7,1,1
750,5861,Airport,77.0,Trip Completed,2016-07-15 09:11:35,2016-07-15 10:26:32,Morning,Trip Completed-Airport,9,1,1
751,6519,City,77.0,Trip Completed,2016-07-15 20:44:17,2016-07-15 21:32:35,Night,Trip Completed-City,20,1,1
752,34,City,78.0,Trip Completed,2016-07-11 02:20:00,2016-07-11 03:34:00,Midnight,Trip Completed-City,2,1,1
753,637,Airport,78.0,Trip Completed,2016-07-11 12:24:00,2016-07-11 13:31:00,Noon,Trip Completed-Airport,12,1,1
754,1005,City,78.0,Trip Completed,2016-07-11 19:07:00,2016-07-11 19:53:00,Evening,Trip Completed-City,19,1,1
755,1293,City,78.0,Trip Completed,2016-07-11 22:28:00,2016-07-11 23:24:00,Night,Trip Completed-City,22,1,1
756,1664,Airport,78.0,Trip Completed,2016-07-12 07:35:00,2016-07-12 08:45:00,Morning,Trip Completed-Airport,7,1,1
757,1915,City,78.0,Trip Completed,2016-07-12 10:45:00,2016-07-12 11:32:00,Morning,Trip Completed-City,10,1,1
758,3262,Airport,78.0,Trip Completed,2016-07-13 10:21:02,2016-07-13 11:08:03,Morning,Trip Completed-Airport,10,1,1
759,3546,City,78.0,Trip Completed,2016-07-13 18:02:46,2016-07-13 18:48:14,Evening,Trip Completed-City,18,1,1
760,3977,Airport,78.0,Trip Completed,2016-07-13 23:13:11,2016-07-13 23:50:19,Night,Trip Completed-Airport,23,1,1
761,4300,City,78.0,Trip Completed,2016-07-14 06:46:29,2016-07-14 07:59:18,Early Morning,Trip Completed-City,6,1,1
762,4680,City,78.0,Trip Completed,2016-07-14 12:48:45,2016-07-14 13:34:02,Noon,Trip Completed-City,12,1,1
763,4812,City,78.0,Trip Completed,2016-07-14 17:17:14,2016-07-14 18:20:41,Evening,Trip Completed-City,17,1,1
764,5972,Airport,78.0,Trip Completed,2016-07-15 11:06:13,2016-07-15 11:47:09,Morning,Trip Completed-Airport,11,1,1
765,645,City,79.0,Trip Completed,2016-07-11 12:39:00,2016-07-11 13:51:00,Noon,Trip Completed-City,12,1,1
766,732,Airport,79.0,Trip Completed,2016-07-11 15:18:00,2016-07-11 15:57:00,Noon,Trip Completed-Airport,15,1,1
767,1215,Airport,79.0,Trip Completed,2016-07-11 21:33:00,2016-07-11 22:28:00,Night,Trip Completed-Airport,21,1,1
768,1450,Airport,79.0,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:46:00,Early Morning,Trip Completed-Airport,4,1,1
769,2044,Airport,79.0,Trip Completed,2016-07-12 14:39:00,2016-07-12 15:21:00,Noon,Trip Completed-Airport,14,1,1
770,2420,Airport,79.0,Trip Completed,2016-07-12 20:07:00,2016-07-12 21:04:00,Night,Trip Completed-Airport,20,1,1
771,3944,City,79.0,Trip Completed,2016-07-13 22:33:08,2016-07-13 23:09:11,Night,Trip Completed-City,22,1,1
772,4369,City,79.0,Trip Completed,2016-07-14 07:37:30,2016-07-14 08:18:10,Morning,Trip Completed-City,7,1,1
773,5070,Airport,79.0,Trip Completed,2016-07-14 19:33:31,2016-07-14 20:45:20,Evening,Trip Completed-Airport,19,1,1
774,5822,Airport,79.0,Trip Completed,2016-07-15 08:53:59,2016-07-15 09:40:06,Morning,Trip Completed-Airport,8,1,1
775,6723,City,79.0,Trip Completed,2016-07-15 23:19:28,2016-07-16 00:08:14,Night,Trip Completed-City,23,1,1
776,3,Airport,80.0,Trip Completed,2016-07-11 00:24:00,2016-07-11 01:31:00,Midnight,Trip Completed-Airport,0,1,1
777,70,City,80.0,Trip Completed,2016-07-11 04:34:00,2016-07-11 05:30:00,Early Morning,Trip Completed-City,4,1,1
778,256,Airport,80.0,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:38:00,Early Morning,Trip Completed-Airport,6,1,1
779,702,Airport,80.0,Trip Completed,2016-07-11 14:07:00,2016-07-11 14:50:00,Noon,Trip Completed-Airport,14,1,1
780,769,Airport,80.0,Trip Completed,2016-07-11 16:21:00,2016-07-11 17:25:00,Evening,Trip Completed-Airport,16,1,1
781,1277,City,80.0,Trip Completed,2016-07-11 22:04:00,2016-07-11 22:35:00,Night,Trip Completed-City,22,1,1
782,2062,Airport,80.0,Trip Completed,2016-07-12 15:00:00,2016-07-12 15:54:00,Noon,Trip Completed-Airport,15,1,1
783,2399,Airport,80.0,Trip Completed,2016-07-12 19:51:00,2016-07-12 20:35:00,Evening,Trip Completed-Airport,19,1,1
784,2645,Airport,80.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:22:00,Night,Trip Completed-Airport,22,1,1
785,3468,City,80.0,Trip Completed,2016-07-13 17:08:17,2016-07-13 17:46:15,Evening,Trip Completed-City,17,1,1
786,3826,Airport,80.0,Trip Completed,2016-07-13 21:16:30,2016-07-13 21:51:36,Night,Trip Completed-Airport,21,1,1
787,5384,Airport,80.0,Trip Completed,2016-07-14 00:03:40,2016-07-14 01:03:59,Midnight,Trip Completed-Airport,0,1,1
788,6460,City,80.0,Trip Completed,2016-07-15 20:09:35,2016-07-15 20:52:51,Night,Trip Completed-City,20,1,1
789,269,City,81.0,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:43:00,Early Morning,Trip Completed-City,6,1,1
790,336,Airport,81.0,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:44:00,Morning,Trip Completed-Airport,7,1,1
791,1241,Airport,81.0,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:42:00,Night,Trip Completed-Airport,21,1,1
792,1651,Airport,81.0,Trip Completed,2016-07-12 07:21:00,2016-07-12 07:59:00,Morning,Trip Completed-Airport,7,1,1
793,1963,City,81.0,Trip Completed,2016-07-12 11:58:00,2016-07-12 13:01:00,Morning,Trip Completed-City,11,1,1
794,2368,City,81.0,Trip Completed,2016-07-12 19:32:00,2016-07-12 20:23:00,Evening,Trip Completed-City,19,1,1
795,3004,Airport,81.0,Trip Completed,2016-07-13 07:17:33,2016-07-13 08:26:41,Morning,Trip Completed-Airport,7,1,1
796,3310,City,81.0,Trip Completed,2016-07-13 11:55:29,2016-07-13 12:57:04,Morning,Trip Completed-City,11,1,1
797,3391,City,81.0,Trip Completed,2016-07-13 14:34:59,2016-07-13 15:50:57,Noon,Trip Completed-City,14,1,1
798,4194,Airport,81.0,Trip Completed,2016-07-14 05:27:03,2016-07-14 06:13:22,Early Morning,Trip Completed-Airport,5,1,1
799,5728,City,81.0,Trip Completed,2016-07-15 07:42:06,2016-07-15 08:45:07,Morning,Trip Completed-City,7,1,1
800,6091,City,81.0,Trip Completed,2016-07-15 14:37:20,2016-07-15 15:17:05,Noon,Trip Completed-City,14,1,1
801,6748,Airport,81.0,Trip Completed,2016-07-15 23:45:24,2016-07-16 00:51:38,Night,Trip Completed-Airport,23,1,1
802,286,City,82.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:54:00,Early Morning,Trip Completed-City,6,1,1
803,547,Airport,82.0,Trip Completed,2016-07-11 10:01:00,2016-07-11 10:47:00,Morning,Trip Completed-Airport,10,1,1
804,574,City,82.0,Trip Completed,2016-07-11 10:58:00,2016-07-11 11:39:00,Morning,Trip Completed-City,10,1,1
805,936,Airport,82.0,Trip Completed,2016-07-11 18:28:00,2016-07-11 19:25:00,Evening,Trip Completed-Airport,18,1,1
806,1514,Airport,82.0,Trip Completed,2016-07-12 05:41:00,2016-07-12 06:18:00,Early Morning,Trip Completed-Airport,5,1,1
807,1656,City,82.0,Trip Completed,2016-07-12 07:26:00,2016-07-12 08:35:00,Morning,Trip Completed-City,7,1,1
808,2405,Airport,82.0,Trip Completed,2016-07-12 20:01:00,2016-07-12 20:53:00,Night,Trip Completed-Airport,20,1,1
809,3372,Airport,82.0,Trip Completed,2016-07-13 14:03:18,2016-07-13 14:37:56,Noon,Trip Completed-Airport,14,1,1
810,4215,Airport,82.0,Trip Completed,2016-07-14 05:40:49,2016-07-14 06:38:45,Early Morning,Trip Completed-Airport,5,1,1
811,6486,City,82.0,Trip Completed,2016-07-15 20:26:16,2016-07-15 21:08:34,Night,Trip Completed-City,20,1,1
812,520,City,83.0,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:43:00,Morning,Trip Completed-City,9,1,1
813,1285,City,83.0,Trip Completed,2016-07-11 22:13:00,2016-07-11 23:17:00,Night,Trip Completed-City,22,1,1
814,3394,City,83.0,Trip Completed,2016-07-13 14:51:48,2016-07-13 15:32:12,Noon,Trip Completed-City,14,1,1
815,3520,City,83.0,Trip Completed,2016-07-13 17:43:14,2016-07-13 18:36:58,Evening,Trip Completed-City,17,1,1
816,4998,City,83.0,Trip Completed,2016-07-14 18:52:48,2016-07-14 20:04:07,Evening,Trip Completed-City,18,1,1
817,5377,City,83.0,Trip Completed,2016-07-14 23:42:02,2016-07-15 00:39:38,Night,Trip Completed-City,23,1,1
818,5759,City,83.0,Trip Completed,2016-07-15 08:16:35,2016-07-15 08:54:41,Morning,Trip Completed-City,8,1,1
819,422,City,84.0,Trip Completed,2016-07-11 08:42:00,2016-07-11 09:56:00,Morning,Trip Completed-City,8,1,1
820,578,Airport,84.0,Trip Completed,2016-07-11 11:03:00,2016-07-11 11:53:00,Morning,Trip Completed-Airport,11,1,1
821,3035,City,84.0,Trip Completed,2016-07-13 07:31:14,2016-07-13 08:47:40,Morning,Trip Completed-City,7,1,1
822,3728,Airport,84.0,Trip Completed,2016-07-13 20:03:07,2016-07-13 21:16:50,Night,Trip Completed-Airport,20,1,1
823,4097,City,84.0,Trip Completed,2016-07-14 03:15:23,2016-07-14 04:05:22,Midnight,Trip Completed-City,3,1,1
824,5184,City,84.0,Trip Completed,2016-07-14 20:42:24,2016-07-14 21:49:56,Night,Trip Completed-City,20,1,1
825,5404,City,84.0,Trip Completed,2016-07-15 01:12:58,2016-07-15 02:05:26,Midnight,Trip Completed-City,1,1,1
826,5525,Airport,84.0,Trip Completed,2016-07-15 05:18:23,2016-07-15 06:36:52,Early Morning,Trip Completed-Airport,5,1,1
827,6392,Airport,84.0,Trip Completed,2016-07-15 19:24:23,2016-07-15 20:31:59,Evening,Trip Completed-Airport,19,1,1
828,603,Airport,85.0,Trip Completed,2016-07-11 11:43:00,2016-07-11 12:56:00,Morning,Trip Completed-Airport,11,1,1
829,1956,City,85.0,Trip Completed,2016-07-12 11:45:00,2016-07-12 12:32:00,Morning,Trip Completed-City,11,1,1
830,2914,Airport,85.0,Trip Completed,2016-07-13 06:16:45,2016-07-13 06:51:33,Early Morning,Trip Completed-Airport,6,1,1
831,3434,Airport,85.0,Trip Completed,2016-07-13 16:07:30,2016-07-13 16:48:47,Evening,Trip Completed-Airport,16,1,1
832,3454,City,85.0,Trip Completed,2016-07-13 16:57:25,2016-07-13 18:07:08,Evening,Trip Completed-City,16,1,1
833,3809,City,85.0,Trip Completed,2016-07-13 20:58:30,2016-07-13 21:43:20,Night,Trip Completed-City,20,1,1
834,3947,Airport,85.0,Trip Completed,2016-07-13 22:39:30,2016-07-13 23:15:31,Night,Trip Completed-Airport,22,1,1
835,4319,Airport,85.0,Trip Completed,2016-07-14 06:54:47,2016-07-14 08:09:53,Early Morning,Trip Completed-Airport,6,1,1
836,4716,City,85.0,Trip Completed,2016-07-14 13:36:45,2016-07-14 14:08:52,Noon,Trip Completed-City,13,1,1
837,5790,Airport,85.0,Trip Completed,2016-07-15 08:31:42,2016-07-15 09:40:10,Morning,Trip Completed-Airport,8,1,1
838,6205,Airport,85.0,Trip Completed,2016-07-15 17:26:43,2016-07-15 18:38:55,Evening,Trip Completed-Airport,17,1,1
839,6727,Airport,85.0,Trip Completed,2016-07-15 23:25:29,2016-07-16 00:19:56,Night,Trip Completed-Airport,23,1,1
840,51,City,86.0,Trip Completed,2016-07-11 03:34:00,2016-07-11 04:33:00,Midnight,Trip Completed-City,3,1,1
841,446,City,86.0,Trip Completed,2016-07-11 09:07:00,2016-07-11 10:08:00,Morning,Trip Completed-City,9,1,1
842,1252,City,86.0,Trip Completed,2016-07-11 21:51:00,2016-07-11 22:58:00,Night,Trip Completed-City,21,1,1
843,1380,Airport,86.0,Trip Completed,2016-07-12 01:01:00,2016-07-12 02:15:00,Midnight,Trip Completed-Airport,1,1,1
844,1638,City,86.0,Trip Completed,2016-07-12 07:15:00,2016-07-12 07:50:00,Morning,Trip Completed-City,7,1,1
845,2152,Airport,86.0,Trip Completed,2016-07-12 17:25:00,2016-07-12 17:55:00,Evening,Trip Completed-Airport,17,1,1
846,3125,City,86.0,Trip Completed,2016-07-13 08:45:44,2016-07-13 09:19:27,Morning,Trip Completed-City,8,1,1
847,3366,City,86.0,Trip Completed,2016-07-13 13:45:51,2016-07-13 14:34:41,Noon,Trip Completed-City,13,1,1
848,4632,Airport,86.0,Trip Completed,2016-07-14 11:21:39,2016-07-14 12:20:11,Morning,Trip Completed-Airport,11,1,1
849,5924,City,86.0,Trip Completed,2016-07-15 10:09:09,2016-07-15 10:47:56,Morning,Trip Completed-City,10,1,1
850,6133,Airport,86.0,Trip Completed,2016-07-15 15:43:08,2016-07-15 16:15:26,Noon,Trip Completed-Airport,15,1,1
851,6316,Airport,86.0,Trip Completed,2016-07-15 18:35:07,2016-07-15 19:07:32,Evening,Trip Completed-Airport,18,1,1
852,6609,City,86.0,Trip Completed,2016-07-15 21:44:29,2016-07-15 22:55:40,Night,Trip Completed-City,21,1,1
853,246,Airport,87.0,Trip Completed,2016-07-11 06:35:00,2016-07-11 07:10:00,Early Morning,Trip Completed-Airport,6,1,1
854,980,Airport,87.0,Trip Completed,2016-07-11 19:00:00,2016-07-11 20:15:00,Evening,Trip Completed-Airport,19,1,1
855,1677,City,87.0,Trip Completed,2016-07-12 07:38:00,2016-07-12 08:16:00,Morning,Trip Completed-City,7,1,1
856,4620,City,87.0,Trip Completed,2016-07-14 10:59:15,2016-07-14 12:14:06,Morning,Trip Completed-City,10,1,1
857,4848,Airport,87.0,Trip Completed,2016-07-14 17:33:47,2016-07-14 18:16:00,Evening,Trip Completed-Airport,17,1,1
858,5402,Airport,87.0,Trip Completed,2016-07-15 01:06:24,2016-07-15 01:48:20,Midnight,Trip Completed-Airport,1,1,1
859,5971,Airport,87.0,Trip Completed,2016-07-15 11:04:56,2016-07-15 11:47:41,Morning,Trip Completed-Airport,11,1,1
860,6113,City,87.0,Trip Completed,2016-07-15 15:15:03,2016-07-15 16:22:39,Noon,Trip Completed-City,15,1,1
861,6508,City,87.0,Trip Completed,2016-07-15 20:40:24,2016-07-15 21:39:52,Night,Trip Completed-City,20,1,1
862,746,Airport,88.0,Trip Completed,2016-07-11 15:47:00,2016-07-11 16:34:00,Noon,Trip Completed-Airport,15,1,1
863,1488,Airport,88.0,Trip Completed,2016-07-12 05:31:00,2016-07-12 06:38:00,Early Morning,Trip Completed-Airport,5,1,1
864,1838,City,88.0,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:10:00,Morning,Trip Completed-City,9,1,1
865,2839,Airport,88.0,Trip Completed,2016-07-13 05:20:59,2016-07-13 06:05:31,Early Morning,Trip Completed-Airport,5,1,1
866,4391,City,88.0,Trip Completed,2016-07-14 07:52:04,2016-07-14 09:02:00,Morning,Trip Completed-City,7,1,1
867,4701,City,88.0,Trip Completed,2016-07-14 13:09:42,2016-07-14 13:49:32,Noon,Trip Completed-City,13,1,1
868,5171,Airport,88.0,Trip Completed,2016-07-14 20:29:51,2016-07-14 21:35:12,Night,Trip Completed-Airport,20,1,1
869,5962,City,88.0,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:55:36,Morning,Trip Completed-City,10,1,1
870,6118,City,88.0,Trip Completed,2016-07-15 15:17:12,2016-07-15 16:19:24,Noon,Trip Completed-City,15,1,1
871,6450,City,88.0,Trip Completed,2016-07-15 20:01:09,2016-07-15 20:59:46,Night,Trip Completed-City,20,1,1
872,257,Airport,89.0,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:50:00,Early Morning,Trip Completed-Airport,6,1,1
873,708,Airport,89.0,Trip Completed,2016-07-11 14:16:00,2016-07-11 14:48:00,Noon,Trip Completed-Airport,14,1,1
874,891,Airport,89.0,Trip Completed,2016-07-11 18:10:00,2016-07-11 19:14:00,Evening,Trip Completed-Airport,18,1,1
875,1748,City,89.0,Trip Completed,2016-07-12 08:33:00,2016-07-12 09:14:00,Morning,Trip Completed-City,8,1,1
876,2625,City,89.0,Trip Completed,2016-07-12 22:09:00,2016-07-12 23:18:00,Night,Trip Completed-City,22,1,1
877,3989,City,89.0,Trip Completed,2016-07-13 23:21:15,2016-07-14 00:31:11,Night,Trip Completed-City,23,1,1
878,5285,Airport,89.0,Trip Completed,2016-07-14 21:42:42,2016-07-14 22:12:28,Night,Trip Completed-Airport,21,1,1
879,6461,City,89.0,Trip Completed,2016-07-15 20:12:18,2016-07-15 21:12:20,Night,Trip Completed-City,20,1,1
880,1563,Airport,90.0,Trip Completed,2016-07-12 06:16:00,2016-07-12 07:32:00,Early Morning,Trip Completed-Airport,6,1,1
881,2207,Airport,90.0,Trip Completed,2016-07-12 17:56:00,2016-07-12 19:14:00,Evening,Trip Completed-Airport,17,1,1
882,2879,City,90.0,Trip Completed,2016-07-13 05:59:51,2016-07-13 06:50:15,Early Morning,Trip Completed-City,5,1,1
883,3644,Airport,90.0,Trip Completed,2016-07-13 19:08:59,2016-07-13 19:54:48,Evening,Trip Completed-Airport,19,1,1
884,3996,Airport,90.0,Trip Completed,2016-07-13 23:36:34,2016-07-14 00:35:55,Night,Trip Completed-Airport,23,1,1
885,4355,City,90.0,Trip Completed,2016-07-14 07:19:07,2016-07-14 07:59:34,Morning,Trip Completed-City,7,1,1
886,4758,City,90.0,Trip Completed,2016-07-14 15:26:32,2016-07-14 16:07:31,Noon,Trip Completed-City,15,1,1
887,6001,Airport,90.0,Trip Completed,2016-07-15 12:07:54,2016-07-15 13:18:10,Noon,Trip Completed-Airport,12,1,1
888,1181,Airport,91.0,Trip Completed,2016-07-11 21:04:00,2016-07-11 22:06:00,Night,Trip Completed-Airport,21,1,1
889,1297,City,91.0,Trip Completed,2016-07-11 22:22:00,2016-07-11 23:03:00,Night,Trip Completed-City,22,1,1
890,1429,City,91.0,Trip Completed,2016-07-12 04:41:00,2016-07-12 05:22:00,Early Morning,Trip Completed-City,4,1,1
891,2104,City,91.0,Trip Completed,2016-07-12 16:07:00,2016-07-12 17:04:00,Evening,Trip Completed-City,16,1,1
892,2736,City,91.0,Trip Completed,2016-07-13 02:43:10,2016-07-13 03:54:57,Midnight,Trip Completed-City,2,1,1
893,3615,City,91.0,Trip Completed,2016-07-13 18:56:23,2016-07-13 19:43:28,Evening,Trip Completed-City,18,1,1
894,4719,Airport,91.0,Trip Completed,2016-07-14 13:43:28,2016-07-14 14:46:06,Noon,Trip Completed-Airport,13,1,1
895,4748,City,91.0,Trip Completed,2016-07-14 15:03:23,2016-07-14 16:22:04,Noon,Trip Completed-City,15,1,1
896,870,City,92.0,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:41:00,Evening,Trip Completed-City,17,1,1
897,2124,Airport,92.0,Trip Completed,2016-07-12 16:53:00,2016-07-12 17:31:00,Evening,Trip Completed-Airport,16,1,1
898,2457,Airport,92.0,Trip Completed,2016-07-12 20:31:00,2016-07-12 21:39:00,Night,Trip Completed-Airport,20,1,1
899,2621,City,92.0,Trip Completed,2016-07-12 22:05:00,2016-07-12 22:58:00,Night,Trip Completed-City,22,1,1
900,3168,City,92.0,Trip Completed,2016-07-13 09:12:04,2016-07-13 10:08:48,Morning,Trip Completed-City,9,1,1
901,3285,Airport,92.0,Trip Completed,2016-07-13 10:59:12,2016-07-13 12:00:50,Morning,Trip Completed-Airport,10,1,1
902,3315,City,92.0,Trip Completed,2016-07-13 12:09:28,2016-07-13 13:19:04,Noon,Trip Completed-City,12,1,1
